enrollment_id,student_id,course_id,lecturer_id,enrollment_date,semester,enrollment_status
71334993,231166,204,5056,02/11/2023,semester 2,Active
97649748,231167,921,1934,26/03/2023,semester 1,Active
88620295,231168,850,7612,08/08/2023,semester 1,Active
12030914,231169,740,2440,15/03/2023,semester 2,Active
46991836,231170,450,2900,03/04/2023,semester 1,Active
80650158,231171,268,4549,17/03/2023,semester 2,Active
72119563,231172,986,3345,20/11/2023,semester 2,Active
16194602,231173,926,1378,01/03/2023,semester 1,Active
54942539,231174,488,4335,08/07/2023,semester 2,Active
90488634,231175,832,6719,11/02/2023,semester 1,Active
11122436,231176,304,6261,17/08/2023,semester 2,Active
28647908,231177,901,2919,01/03/2023,semester 2,Active
77988937,231178,764,9519,21/05/2023,semester 2,Completed
46372636,231179,953,8939,02/03/2023,semester 1,Completed
17533375,231180,780,1552,12/07/2023,semester 1,Active
51468419,231181,395,9047,10/06/2023,semester 2,Active
25156855,231182,973,3791,01/05/2023,semester 1,Completed
76806866,231183,289,7676,26/04/2023,semester 2,Active
13649116,231184,812,6529,22/04/2023,semester 1,Dropped
22065470,231185,453,7855,18/08/2023,semester 1,Active
65234741,231186,683,3834,09/04/2023,semester 2,Active
97179213,231187,315,6271,10/05/2023,semester 2,Active
69556826,231188,942,1537,15/08/2023,semester 1,Active
47159501,231189,939,5959,28/12/2023,semester 2,Active
36739458,231190,499,9493,11/07/2023,semester 1,Active
27026385,231191,990,4346,09/04/2023,semester 1,Active
44486384,231192,511,5556,17/11/2023,semester 1,Active
12062520,231193,279,3721,21/06/2023,semester 2,Active
78478673,231194,362,2919,15/08/2023,semester 2,Active
62670579,231195,477,4831,27/12/2023,semester 1,Active
74822540,231196,476,9900,12/05/2023,semester 2,Active
37613673,231197,681,8969,21/01/2023,semester 2,Active
14788964,231198,217,8062,19/03/2023,semester 1,Active
16020776,231199,176,5075,24/02/2023,semester 1,Active
73883773,231200,905,3834,15/10/2023,semester 1,Active
69259648,231201,777,7272,07/05/2023,semester 1,Completed
80896291,231202,235,1471,27/05/2023,semester 1,Completed
51867376,231203,600,6718,22/04/2023,semester 2,Active
66420341,231204,487,9229,03/06/2023,semester 1,Active
15661548,231205,963,7523,30/01/2023,semester 2,Completed
55342936,231206,215,7523,20/01/2023,semester 1,Active
48301606,231207,374,6451,23/05/2023,semester 1,Completed
59790508,231208,824,6996,02/11/2023,semester 2,Completed
49028019,231209,909,9280,26/09/2023,semester 1,Active
93955960,231210,273,4024,19/04/2023,semester 2,Active
75311663,231211,701,3080,09/08/2023,semester 1,Completed
32919937,231212,339,5056,20/03/2023,semester 1,Dropped
11164941,231213,761,6679,19/07/2023,semester 1,Active
12053623,231214,877,2925,15/03/2023,semester 1,Active
18323821,231215,699,7458,03/10/2023,semester 1,Completed
67086076,231216,617,8789,06/11/2023,semester 1,Completed
50428923,231217,903,3791,05/12/2023,semester 2,Active
58493670,231218,634,5274,30/09/2023,semester 1,Dropped
40860067,231219,558,1552,06/02/2023,semester 1,Completed
30392362,231220,485,3998,16/12/2023,semester 1,Completed
73356364,231221,843,1508,30/12/2023,semester 1,Active
15990028,231222,834,5060,27/09/2023,semester 2,Active
58040555,231223,492,4346,05/03/2023,semester 2,Active
50993599,231224,692,6054,02/05/2023,semester 1,Active
43819069,231225,688,5695,10/03/2023,semester 2,Active
11767991,231226,138,9782,20/03/2023,semester 2,Active
14864942,231227,707,6372,04/04/2023,semester 2,Completed
61497773,231228,870,1471,16/03/2023,semester 1,Active
43729725,231229,656,2492,17/01/2023,semester 2,Active
68279391,231230,736,9493,12/12/2023,semester 1,Dropped
54166432,231231,723,9026,02/08/2023,semester 2,Active
65047578,231232,202,7676,31/07/2023,semester 2,Completed
47804565,231233,848,2244,09/11/2023,semester 1,Active
19352700,231234,568,1206,01/06/2023,semester 1,Dropped
81626582,231235,474,9790,01/12/2023,semester 2,Active
88557936,231236,642,1156,14/05/2023,semester 1,Completed
33460285,231237,100,5836,30/09/2023,semester 1,Dropped
81234096,231238,206,7873,22/11/2023,semester 1,Completed
44552070,231239,860,8446,27/05/2023,semester 1,Active
61941154,231240,177,2978,07/12/2023,semester 2,Dropped
28914867,231241,489,2468,06/08/2023,semester 1,Active
66704350,231242,738,1319,14/04/2023,semester 2,Dropped
98423930,231243,114,3428,29/12/2023,semester 1,Active
85839007,231244,332,1934,18/07/2023,semester 1,Active
16927348,231245,399,6732,17/05/2023,semester 2,Active
49208489,231246,881,6322,19/08/2023,semester 1,Active
20993705,231247,779,2440,31/01/2023,semester 2,Active
52161159,231248,374,3503,13/04/2023,semester 2,Completed
73376162,231249,776,6996,16/06/2023,semester 1,Active
12594974,231250,791,4608,28/06/2023,semester 2,Active
76154854,231251,396,6691,16/07/2023,semester 1,Completed
28927945,231252,475,3721,10/02/2023,semester 1,Active
34520743,231253,436,4985,23/04/2023,semester 1,Active
63983403,231254,118,8394,06/06/2023,semester 1,Completed
32048862,231255,792,9047,12/04/2023,semester 1,Completed
50431376,231256,348,6996,23/11/2023,semester 1,Active
59731265,231257,775,3503,12/01/2023,semester 2,Active
87192918,231258,183,5148,06/02/2023,semester 1,Active
64493908,231259,125,7830,10/11/2023,semester 2,Active
82632881,231260,421,4469,20/09/2023,semester 1,Completed
14989912,231261,813,9519,01/08/2023,semester 2,Completed
26334777,231262,167,5227,17/10/2023,semester 1,Completed
47703370,231263,514,2556,18/12/2023,semester 2,Active
42506114,231264,352,5836,23/05/2023,semester 1,Active
77718284,231265,926,8954,06/10/2023,semester 2,Active
49118975,231266,204,2332,10/08/2023,semester 2,Active
15472853,231267,921,6159,12/07/2023,semester 1,Active
88880508,231268,850,7455,28/12/2023,semester 1,Active
19743453,231269,740,5555,04/06/2023,semester 2,Active
12875179,231270,450,6322,01/11/2023,semester 1,Active
75393170,231271,268,8622,21/04/2023,semester 2,Active
48458086,231272,986,4605,19/11/2023,semester 2,Completed
36509007,231273,926,8837,25/02/2023,semester 1,Active
85797836,231274,488,2122,20/12/2023,semester 2,Active
41333619,231275,832,3647,14/05/2023,semester 1,Active
16011894,231276,304,4660,01/10/2023,semester 2,Active
33703920,231277,901,1356,28/05/2023,semester 2,Completed
68408114,231278,764,7523,05/09/2023,semester 2,Active
64813559,231279,953,7458,16/08/2023,semester 1,Completed
82655484,231280,780,2509,30/10/2023,semester 1,Active
57552335,231281,395,7176,28/02/2023,semester 2,Active
35026143,231282,973,3076,30/05/2023,semester 1,Completed
16776961,231283,289,2925,16/01/2023,semester 2,Active
28663826,231284,812,8298,20/02/2023,semester 1,Completed
18837457,231285,453,8109,16/02/2023,semester 1,Completed
71015003,231286,683,5604,02/08/2023,semester 2,Active
32505705,231287,315,8446,12/11/2023,semester 2,Completed
42268983,231288,942,7455,19/03/2023,semester 1,Active
36745303,231289,939,5546,27/05/2023,semester 2,Dropped
72051092,231290,499,3834,15/08/2023,semester 1,Active
42612491,231291,990,4985,28/04/2023,semester 1,Active
60166631,231292,511,1508,26/05/2023,semester 1,Active
45041755,231293,279,8316,22/06/2023,semester 2,Active
67441457,231294,362,4346,05/05/2023,semester 2,Completed
70498326,231295,477,9519,22/04/2023,semester 1,Active
13830263,231296,476,7176,13/01/2023,semester 2,Active
19657243,231297,681,6691,29/10/2023,semester 2,Completed
95438447,231298,217,3345,03/11/2023,semester 1,Active
53666835,231299,176,7612,11/12/2023,semester 1,Active
22537636,231300,905,3428,16/10/2023,semester 1,Completed
41500185,231301,777,5695,04/01/2023,semester 1,Dropped
67719252,231302,235,8995,04/09/2023,semester 1,Active
86549253,231303,600,2741,24/07/2023,semester 2,Completed
36253216,231304,487,6732,11/03/2023,semester 1,Active
50483828,231305,963,5578,23/08/2023,semester 2,Completed
76331860,231306,215,7511,24/11/2023,semester 1,Active
89860975,231307,374,2492,01/01/2023,semester 1,Dropped
49274716,231308,824,5550,18/01/2023,semester 2,Active
56629196,231309,909,1304,11/11/2023,semester 1,Active
49049809,231310,273,3133,04/11/2023,semester 2,Active
56424045,231311,701,8939,15/09/2023,semester 1,Active
17703077,231312,339,8737,09/06/2023,semester 1,Dropped
85441389,231313,761,9026,09/04/2023,semester 1,Dropped
32694780,231314,877,7523,16/07/2023,semester 1,Active
60969547,231315,699,5274,05/05/2023,semester 1,Dropped
75937242,231316,617,1537,29/01/2023,semester 1,Completed
34018067,231317,903,4605,26/03/2023,semester 2,Active
37184071,231318,634,7574,26/11/2023,semester 1,Completed
49283959,231319,558,5227,21/09/2023,semester 1,Active
98131459,231320,485,5274,09/06/2023,semester 1,Active
87633722,231321,843,2122,27/03/2023,semester 1,Active
80231946,231322,834,5056,19/12/2023,semester 2,Active
54154657,231323,492,6261,09/06/2023,semester 2,Active
28994373,231324,692,2646,25/02/2023,semester 1,Completed
40779340,231325,688,7523,16/08/2023,semester 2,Completed
22447440,231326,138,2244,22/02/2023,semester 2,Completed
43903969,231327,707,7676,04/08/2023,semester 2,Active
18554431,231328,870,2978,19/06/2023,semester 1,Completed
78541234,231329,656,6322,16/02/2023,semester 2,Completed
96736540,231330,736,2492,24/08/2023,semester 1,Active
67775783,231331,723,8954,01/03/2023,semester 2,Active
86382999,231332,202,5148,26/07/2023,semester 2,Active
46180954,231333,848,7455,13/10/2023,semester 1,Active
32125580,231334,568,9503,15/06/2023,semester 1,Active
73612133,231335,474,6372,10/05/2023,semester 2,Active
40563578,231336,642,4335,18/02/2023,semester 1,Active
57249971,231337,100,9026,03/09/2023,semester 1,Active
18190250,231338,206,5618,13/08/2023,semester 1,Active
37179967,231339,860,8109,22/08/2023,semester 1,Completed
48784068,231340,177,6631,09/12/2023,semester 2,Active
31384983,231341,489,9229,13/09/2023,semester 1,Completed
93191123,231342,738,2440,25/09/2023,semester 2,Active
41677209,231343,114,5550,06/01/2023,semester 1,Active
57457542,231344,332,5060,24/06/2023,semester 1,Active
24579532,231345,399,5556,10/09/2023,semester 2,Dropped
38028988,231346,881,8446,25/07/2023,semester 1,Active
31326690,231347,779,1191,05/07/2023,semester 2,Active
87720702,231348,374,7458,20/03/2023,semester 2,Dropped
81516642,231349,776,1508,27/01/2023,semester 1,Active
17212360,231350,791,6054,15/04/2023,semester 2,Active
99107784,231351,396,3998,23/07/2023,semester 1,Active
45273781,231352,475,4831,02/05/2023,semester 1,Active
52057486,231353,436,2509,13/03/2023,semester 1,Completed
55608295,231354,118,2556,26/07/2023,semester 1,Active
68288326,231355,792,4605,30/08/2023,semester 1,Completed
45260822,231356,348,8969,22/09/2023,semester 1,Active
14657452,231357,775,5959,30/10/2023,semester 2,Active
80829405,231358,183,7799,26/11/2023,semester 1,Active
83182002,231359,125,5546,21/08/2023,semester 2,Active
95612894,231360,421,7074,12/08/2023,semester 1,Completed
67967320,231361,813,9026,29/08/2023,semester 2,Active
96646234,231362,167,3133,28/08/2023,semester 1,Active
86766731,231363,514,7830,10/01/2023,semester 2,Completed
57043009,231364,352,8043,19/09/2023,semester 1,Active
80295546,231365,926,2676,05/02/2023,semester 2,Completed
59530361,231366,204,9782,03/06/2023,semester 2,Active
84645178,231367,921,7612,02/11/2023,semester 1,Active
82967231,231368,850,8316,09/12/2023,semester 1,Active
14342231,231369,740,3864,03/12/2023,semester 2,Completed
59941110,231370,450,1471,18/03/2023,semester 1,Active
95059288,231371,268,8263,12/10/2023,semester 2,Completed
65133675,231372,986,5734,24/01/2023,semester 2,Active
99708883,231373,926,4021,05/05/2023,semester 1,Completed
30767272,231374,488,5075,26/12/2023,semester 2,Active
43979214,231375,832,6679,25/08/2023,semester 1,Active
88331551,231376,304,1552,10/08/2023,semester 2,Active
86117724,231377,901,6451,07/07/2023,semester 2,Active
62095470,231378,764,9214,14/12/2023,semester 2,Completed
30222057,231379,953,5433,10/12/2023,semester 1,Active
67502903,231380,780,7523,03/05/2023,semester 1,Active
42208397,231381,395,3721,01/03/2023,semester 2,Active
54848040,231382,973,8939,31/08/2023,semester 1,Active
85055379,231383,289,8954,14/10/2023,semester 2,Completed
66071258,231384,812,3133,19/06/2023,semester 1,Dropped
30650586,231385,453,7176,22/12/2023,semester 1,Active
92350053,231386,683,2492,29/10/2023,semester 2,Completed
22915487,231387,315,7612,12/06/2023,semester 2,Completed
25143306,231388,942,5695,08/08/2023,semester 1,Completed
37986901,231389,939,5893,01/02/2023,semester 2,Completed
13509347,231390,499,6271,30/05/2023,semester 1,Completed
38524216,231391,990,2556,01/07/2023,semester 1,Active
54767096,231392,511,5060,09/05/2023,semester 1,Active
80633455,231393,279,5550,11/04/2023,semester 2,Completed
41062275,231394,362,2244,17/01/2023,semester 2,Completed
61890600,231395,477,9280,05/04/2023,semester 1,Active
96033105,231396,476,7074,31/12/2023,semester 2,Active
59704325,231397,681,4985,18/12/2023,semester 2,Active
45420977,231398,217,3428,29/04/2023,semester 1,Active
48617759,231399,176,7873,31/01/2023,semester 1,Active
24411672,231400,905,8263,25/10/2023,semester 1,Completed
76808509,231401,777,2978,26/10/2023,semester 1,Active
78163654,231402,235,7830,30/05/2023,semester 1,Active
16295706,231403,600,2741,11/07/2023,semester 2,Active
99776644,231404,487,9231,24/02/2023,semester 1,Active
32022921,231405,963,8567,15/09/2023,semester 2,Active
19419121,231406,215,9229,09/08/2023,semester 1,Active
93554718,231407,370,2925,15/05/2023,semester 1,Completed
33780504,231408,824,7370,30/01/2023,semester 2,Active
99925139,231409,909,5056,04/12/2023,semester 1,Active
12673578,231410,273,1934,19/09/2023,semester 2,Completed
91506555,231411,701,3080,24/04/2023,semester 1,Active
73402992,231412,339,8969,05/04/2023,semester 1,Active
59846605,231413,761,3133,18/11/2023,semester 1,Completed
86864039,231414,877,5968,01/08/2023,semester 1,Active
20363035,231415,699,2244,23/12/2023,semester 1,Active
32546456,231416,617,3503,13/09/2023,semester 1,Active
11590254,231417,903,5604,13/06/2023,semester 2,Active
60054544,231418,634,3721,10/08/2023,semester 1,Active
87003227,231419,558,3647,26/01/2023,semester 1,Completed
27274029,231420,485,2978,08/08/2023,semester 1,Completed
44317451,231421,843,4549,20/02/2023,semester 1,Active
68969226,231422,834,7455,08/06/2023,semester 2,Active
67822990,231423,492,6271,27/05/2023,semester 2,Completed
28374405,231424,692,8622,14/03/2023,semester 1,Active
61920258,231425,688,4469,25/03/2023,semester 2,Completed
68719457,231426,138,1191,30/04/2023,semester 2,Active
61225021,231427,707,5274,17/09/2023,semester 2,Active
97988197,231428,870,2468,01/06/2023,semester 1,Active
18198715,231429,656,5546,17/03/2023,semester 2,Active
86386903,231430,736,4346,28/04/2023,semester 1,Active
62509438,231431,723,3428,26/07/2023,semester 2,Completed
76803038,231432,202,8062,30/03/2023,semester 2,Active
24371178,231433,848,6996,16/04/2023,semester 1,Active
73969391,231434,568,9999,03/03/2023,semester 1,Active
53055826,231435,474,8043,27/10/2023,semester 2,Active
67336445,231436,642,7574,12/03/2023,semester 1,Active
65695431,231437,100,2509,14/09/2023,semester 1,Active
41383992,231438,206,1634,11/07/2023,semester 1,Active
86187318,231439,860,1304,08/06/2023,semester 1,Active
23812394,231440,177,6719,02/11/2023,semester 2,Active
86268603,231441,489,7855,28/09/2023,semester 1,Active
44272531,231442,738,8567,08/10/2023,semester 2,Completed
91733780,231443,114,2676,22/03/2023,semester 1,Active
94853789,231444,332,6451,22/02/2023,semester 1,Active
97698716,231445,399,6250,05/11/2023,semester 2,Active
78778228,231446,881,4346,25/02/2023,semester 1,Completed
48461609,231447,779,2741,03/05/2023,semester 2,Active
11756761,231448,374,1191,31/05/2023,semester 2,Active
73965278,231449,776,9685,29/05/2023,semester 1,Completed
33783721,231450,791,8789,08/06/2023,semester 2,Active
21544580,231451,396,1356,26/05/2023,semester 1,Completed
25179276,231452,475,4469,03/08/2023,semester 1,Completed
76028302,231453,436,1378,26/11/2023,semester 1,Active
28621027,231454,118,3080,10/01/2023,semester 1,Active
63786003,231455,792,2440,02/01/2023,semester 1,Active
80415224,231456,348,6691,24/06/2023,semester 1,Completed
80667573,231457,775,7658,29/10/2023,semester 2,Active
27203111,231458,183,6159,23/06/2023,semester 1,Dropped
20852320,231459,125,1319,10/03/2023,semester 2,Active
34428013,231460,421,2978,20/04/2023,semester 1,Completed
35394826,231461,813,2919,10/06/2023,semester 2,Completed
24117149,231462,167,8995,03/06/2023,semester 1,Active
65442122,231463,514,5060,19/11/2023,semester 2,Active
33510969,231464,352,7574,25/08/2023,semester 1,Active
13980655,231465,926,6271,25/08/2023,semester 2,Active
28696749,231466,204,3647,02/01/2023,semester 2,Active
22575399,231467,921,9503,07/10/2023,semester 1,Active
20332153,231468,850,5734,24/12/2023,semester 1,Active
48410818,231469,740,1634,24/07/2023,semester 2,Completed
23310624,231470,450,8954,06/05/2023,semester 1,Completed
57356709,231471,268,1934,21/06/2023,semester 2,Active
99470320,231472,986,4660,08/10/2023,semester 2,Completed
12524037,231473,926,3791,12/11/2023,semester 1,Active
77573283,231474,488,9214,10/04/2023,semester 2,Active
11283284,231475,832,3499,31/01/2023,semester 1,Completed
18416131,231476,304,2122,12/11/2023,semester 2,Active
37486905,231477,901,5695,07/07/2023,semester 2,Completed
25087012,231478,764,7511,06/09/2023,semester 2,Active
99163208,231479,953,6271,08/07/2023,semester 1,Completed
46547320,231480,780,2978,20/12/2023,semester 1,Active
72283122,231481,395,9047,01/01/2023,semester 2,Active
41117398,231482,973,9493,26/03/2023,semester 1,Active
26910377,231483,289,7455,19/03/2023,semester 2,Completed
28387263,231484,812,9790,24/11/2023,semester 1,Dropped
41496164,231485,453,7873,17/11/2023,semester 1,Active
78703883,231486,683,3428,30/05/2023,semester 2,Active
65713162,231487,315,7458,22/05/2023,semester 2,Completed
17092463,231488,942,9519,09/03/2023,semester 1,Active
77132012,231489,939,8394,20/07/2023,semester 2,Dropped
27965035,231490,499,7370,13/05/2023,semester 1,Completed
52713221,231491,990,7676,24/07/2023,semester 1,Completed
94879929,231492,511,5433,21/09/2023,semester 1,Completed
97934003,231493,279,3721,16/12/2023,semester 2,Active
36926565,231494,362,1356,06/05/2023,semester 2,Completed
72099767,231495,477,9026,30/09/2023,semester 1,Active
85650174,231496,476,6529,07/10/2023,semester 2,Active
39764295,231497,681,2468,14/06/2023,semester 2,Active
30559560,231498,217,9231,04/04/2023,semester 1,Active
76268481,231499,176,3345,20/12/2023,semester 1,Active
97321438,231500,905,8954,04/07/2023,semester 1,Dropped
76291225,231501,777,3647,05/01/2023,semester 1,Active
74527301,231502,235,6631,24/05/2023,semester 1,Active
67065543,231503,600,9231,19/01/2023,semester 2,Active
25015190,231504,487,7370,11/02/2023,semester 1,Dropped
82834391,231505,963,9782,29/09/2023,semester 2,Active
61399705,231506,215,1508,20/10/2023,semester 1,Active
93306538,231507,374,4660,26/02/2023,semester 1,Active
53297066,231508,824,2556,18/10/2023,semester 2,Active
47926072,231509,909,5274,07/01/2023,semester 1,Completed
21391514,231510,273,3721,31/03/2023,semester 2,Active
45427130,231511,701,6451,15/08/2023,semester 1,Active
49775642,231512,339,8062,01/01/2023,semester 1,Completed
46825907,231513,761,8837,20/12/2023,semester 1,Dropped
44153749,231514,877,9790,17/01/2023,semester 1,Active
46253293,231515,699,2919,03/12/2023,semester 1,Active
36436642,231516,617,3345,15/11/2023,semester 1,Active
93079803,231517,903,7272,15/01/2023,semester 2,Completed
98222206,231518,634,9493,15/06/2023,semester 1,Active
51733513,231519,558,8446,01/12/2023,semester 1,Completed
80279475,231520,485,3499,21/12/2023,semester 1,Active
84398974,231521,843,8789,12/06/2023,semester 1,Active
76714348,231522,834,2646,28/01/2023,semester 2,Completed
25566939,231523,492,3503,21/10/2023,semester 2,Active
84517109,231524,692,5220,24/10/2023,semester 1,Completed
83099992,231525,688,6691,20/01/2023,semester 2,Active
26879096,231526,138,1537,20/08/2023,semester 2,Dropped
23968825,231527,707,6322,19/03/2023,semester 2,Completed
42070560,231528,870,9503,07/07/2023,semester 1,Active
87643172,231529,656,8109,30/01/2023,semester 2,Completed
76609389,231530,736,2978,02/08/2023,semester 1,Active
59118674,231531,723,5578,26/03/2023,semester 2,Active
57490560,231532,202,7658,23/06/2023,semester 2,Active
83121744,231533,848,3133,28/07/2023,semester 1,Completed
74364762,231534,568,4346,31/05/2023,semester 1,Active
57630172,231535,474,9790,28/12/2023,semester 2,Active
49350829,231536,642,8954,20/01/2023,semester 1,Active
48991484,231537,100,2244,15/01/2023,semester 1,Completed
38276036,231538,206,2468,12/08/2023,semester 1,Active
47390376,231539,860,2687,21/12/2023,semester 1,Completed
39636799,231540,177,3791,30/07/2023,semester 2,Active
31194351,231541,489,9280,06/03/2023,semester 1,Active
43272149,231542,738,2919,18/02/2023,semester 2,Active
68991556,231543,114,2332,31/10/2023,semester 1,Active
28482731,231544,332,1170,06/12/2023,semester 1,Active
57394902,231545,399,5274,11/10/2023,semester 2,Completed
84578470,231546,881,6250,11/09/2023,semester 1,Active
70632337,231547,779,6641,19/04/2023,semester 2,Active
87731066,231548,374,7855,18/03/2023,semester 2,Completed
80888371,231549,776,7370,14/02/2023,semester 1,Active
46999594,231550,791,5578,11/10/2023,semester 2,Active
37863844,231551,396,9493,25/03/2023,semester 1,Active
89582276,231552,475,3721,20/06/2023,semester 1,Completed
91169941,231553,436,8939,30/07/2023,semester 1,Completed
35693038,231554,118,2509,21/03/2023,semester 1,Active
14582335,231555,792,7830,23/08/2023,semester 1,Active
28499903,231556,348,3345,06/05/2023,semester 1,Active
43527348,231557,775,3428,29/05/2023,semester 2,Active
92148648,231558,183,5836,21/05/2023,semester 1,Active
16448285,231559,125,7523,20/04/2023,semester 2,Active
55815727,231560,421,5893,03/07/2023,semester 1,Active
16712393,231561,813,7676,22/09/2023,semester 2,Active
85034101,231562,167,4469,15/10/2023,semester 1,Active
78464500,231563,514,7272,20/08/2023,semester 2,Completed
13097163,231564,352,4660,03/01/2023,semester 1,Active
77618251,231565,926,5274,13/09/2023,semester 2,Completed
98628051,231566,204,5959,02/10/2023,semester 2,Completed
46618679,231567,921,1156,19/05/2023,semester 1,Completed
84193348,231568,850,8472,05/01/2023,semester 1,Active
68463408,231569,740,4335,28/10/2023,semester 2,Active
33205460,231570,450,6641,01/01/2023,semester 1,Completed
57345873,231571,268,9047,14/06/2023,semester 2,Dropped
90378793,231572,986,1705,22/08/2023,semester 2,Active
93547971,231573,926,7574,15/03/2023,semester 1,Completed
77140877,231574,488,5550,08/08/2023,semester 2,Completed
51952753,231575,832,7074,19/11/2023,semester 1,Active
87371219,231576,304,6679,19/06/2023,semester 2,Active
92169819,231577,901,6719,10/12/2023,semester 2,Active
55835915,231578,764,6691,14/09/2023,semester 2,Active
62616010,231579,953,4608,06/11/2023,semester 1,Active
11555687,231580,780,7658,24/01/2023,semester 1,Active
58220532,231581,395,7873,08/01/2023,semester 2,Active
29522261,231582,973,1471,28/11/2023,semester 1,Completed
82336477,231583,289,2646,14/10/2023,semester 2,Active
59435726,231584,812,5555,15/11/2023,semester 1,Active
70008126,231585,453,7799,11/04/2023,semester 1,Dropped
20133233,231586,683,8043,27/06/2023,semester 2,Active
89288764,231587,315,7511,25/09/2023,semester 2,Completed
22671888,231588,942,5604,10/04/2023,semester 1,Completed
29760316,231589,939,2509,23/09/2023,semester 2,Active
98547473,231590,499,9280,13/04/2023,semester 1,Completed
89976353,231591,990,6718,13/02/2023,semester 1,Completed
51411861,231592,511,3864,29/11/2023,semester 1,Active
72006879,231593,279,5056,18/12/2023,semester 2,Completed
92562615,231594,362,3428,18/03/2023,semester 2,Completed
43909650,231595,477,5060,20/05/2023,semester 1,Active
82793885,231596,476,2492,08/06/2023,semester 2,Active
82760333,231597,681,7370,10/02/2023,semester 2,Active
88388751,231598,217,7458,01/05/2023,semester 1,Active
28493862,231599,176,3834,05/11/2023,semester 1,Active
63696511,231600,905,5227,10/01/2023,semester 1,Active
17662762,231601,777,7830,26/07/2023,semester 1,Active
38956569,231602,235,2900,02/08/2023,semester 1,Active
80065857,231603,600,8043,26/04/2023,semester 2,Completed
28390204,231604,487,1304,17/09/2023,semester 1,Active
83802305,231605,963,9685,09/02/2023,semester 2,Active
28327741,231606,215,1102,13/07/2023,semester 1,Active
21438520,231607,370,8263,28/03/2023,semester 1,Active
