grade_id,enrollment_id,grade,gpa_points,grade_date,retake,grade_source
661511118,71647914,C,3.65,15/11/2023,TRUE,Final
292387012,61090256,A,2.69,27/12/2023,TRUE,Mid
794577029,75476118,B,2.26,9/12/23,TRUE,Assignment
586997821,88265325,B,1.58,12/8/23,FALSE,Final
584724058,70118962,C,1.09,20/04/2023,FALSE,Mid
474394364,47040692,D,3.81,23/07/2023,TRUE,Final
170572812,19616163,B,3.3,14/12/2023,FALSE,Final
496108400,45242410,B,0.81,5/12/23,FALSE,Mid
427747147,71334993,C,2.9,9/11/23,TRUE,Mid
423439068,97649748,F,1.71,8/3/23,FALSE,Assignment
934686485,88620295,A,1.75,24/09/2023,TRUE,Mid
282450152,12030914,B,2.36,24/11/2023,TRUE,Assignment
693205050,46991836,A,3.47,28/06/2023,FALSE,Assignment
721037561,80650158,F,0.83,26/02/2023,TRUE,Final
446980142,72119563,A,1.42,7/5/23,TRUE,Final
955305699,16194602,F,3.82,2/5/23,FALSE,Mid
120421779,54942539,B,1.47,1/8/23,TRUE,Mid
504916736,90488634,A,2.02,15/12/2023,TRUE,Final
308076249,11122436,C,2.97,24/12/2023,FALSE,Mid
641008285,28647908,B,3.79,19/09/2023,FALSE,Mid
482560406,77988937,D,2.61,25/11/2023,TRUE,Assignment
750955903,46372636,C,0.52,5/10/23,FALSE,Mid
379336002,17533375,C,1.51,28/11/2023,TRUE,Mid
270718593,51468419,D,0.62,18/04/2023,TRUE,Mid
428283829,25156855,A,3.51,12/3/23,TRUE,Mid
866865386,76806866,B,0.27,21/04/2023,FALSE,Assignment
766076163,13649116,C,1.22,17/06/2023,TRUE,Final
803629206,22065470,C,2.65,21/06/2023,TRUE,Final
116526947,65234741,C,1.5,2/6/23,FALSE,Mid
403318644,97179213,F,3.04,12/8/23,FALSE,Assignment
385843851,69556826,C,0.6,13/05/2023,TRUE,Final
539726231,47159501,C,0.85,13/11/2023,TRUE,Final
233533533,36739458,A,2.93,24/03/2023,FALSE,Mid
632751057,27026385,B,1.83,5/12/23,TRUE,Final
235867454,44486384,B,2.06,31/05/2023,FALSE,Final
810225584,12062520,F,2.82,17/06/2023,TRUE,Mid
352301212,78478673,B,1.94,6/5/23,FALSE,Final
621224259,62670579,A,0.9,6/9/23,TRUE,Assignment
926979321,74822540,C,3.64,2/8/23,TRUE,Mid
761572338,37613673,B,0,25/11/2023,FALSE,Mid
142167580,14788964,A,2.03,28/11/2023,FALSE,Mid
820539660,16020776,C,2.24,31/01/2023,FALSE,Final
840280866,73883773,A,1.52,26/04/2023,FALSE,Assignment
753114217,69259648,C,2.95,17/12/2023,FALSE,Mid
734508099,80896291,B,2.23,15/02/2023,TRUE,Final
938308842,51867376,C,2.33,9/11/23,FALSE,Mid
214359550,66420341,B,3.7,6/5/23,TRUE,Final
116972823,15661548,C,2.81,1/5/23,TRUE,Final
702735504,55342936,F,3.32,4/10/23,FALSE,Final
879149732,48301606,D,0.05,17/11/2023,TRUE,Assignment
580972341,59790508,B,1.75,4/5/23,FALSE,Mid
670068984,49028019,B,0.39,28/12/2023,FALSE,Final
706217255,93955960,B,1.28,22/12/2023,TRUE,Final
761503690,75311663,F,0.85,13/04/2023,FALSE,Assignment
920065981,32919937,A,2.62,16/01/2023,FALSE,Mid
608306256,11164941,C,0.45,22/12/2023,FALSE,Mid
684592952,12053623,B,2,25/03/2023,FALSE,Mid
536849794,18323821,C,0.89,23/06/2023,TRUE,Mid
178396349,67086076,B,3.67,9/6/23,TRUE,Mid
890066868,50428923,F,1.01,9/8/23,TRUE,Final
374935313,58493670,A,0.84,8/7/23,FALSE,Mid
306579705,40860067,C,2.07,7/6/23,TRUE,Mid
556136190,30392362,C,3.91,15/05/2023,TRUE,Final
538897537,73356364,A,1.52,2/12/23,FALSE,Final
788739835,15990028,C,1.61,21/12/2023,FALSE,Assignment
566950406,58040555,C,0.39,9/5/23,FALSE,Final
764254595,50993599,C,1.34,2/3/23,FALSE,Final
202567090,43819069,C,2.8,18/07/2023,FALSE,Mid
124996429,11767991,C,3.15,21/12/2023,FALSE,Mid
652599532,14864942,D,0.36,5/5/23,TRUE,Final
558618499,61497773,C,1.04,1/10/23,TRUE,Final
244097019,43729725,C,0.2,5/3/23,TRUE,Final
980215464,68279391,C,2.23,6/11/23,TRUE,Mid
844461444,54166432,C,2.99,22/01/2023,TRUE,Assignment
538150430,65047578,F,1.34,29/05/2023,TRUE,Final
319166894,47804565,D,3.83,12/9/23,FALSE,Final
387507570,19352700,D,0.81,12/6/23,TRUE,Mid
311943702,81626582,A,0.96,5/4/23,FALSE,Final
976247041,88557936,C,3.01,24/05/2023,TRUE,Mid
996792174,33460285,D,2.44,28/10/2023,FALSE,Final
344566555,81234096,B,0.82,9/9/23,TRUE,Mid
876983962,44552070,C,0.98,21/12/2023,FALSE,Mid
734288820,61941154,A,2.63,20/04/2023,FALSE,Final
917140110,28914867,B,1.21,11/3/23,TRUE,Mid
306907795,66704350,B,2.78,18/09/2023,FALSE,Mid
268221990,98423930,C,2.24,2/3/23,TRUE,Final
950196234,85839007,C,0.11,11/7/23,TRUE,Assignment
144912714,16927348,B,2.1,22/07/2023,TRUE,Final
211547898,49208489,C,2.94,21/08/2023,FALSE,Mid
385225698,20993705,A,2.98,15/09/2023,FALSE,Final
819806582,52161159,F,1.91,24/03/2023,TRUE,Mid
774481481,73376162,C,2.07,24/12/2023,TRUE,Mid
704492905,12594974,B,1.86,6/2/23,FALSE,Mid
868354405,76154854,B,1.34,9/5/23,FALSE,Final
958421975,28927945,A,0.55,28/08/2023,TRUE,Assignment
566895173,34520743,B,0.08,22/07/2023,FALSE,Mid
431995790,63983403,B,2.02,26/08/2023,FALSE,Final
129211899,32048862,B,0.14,9/11/23,FALSE,Mid
679571165,50431376,C,3.11,16/09/2023,FALSE,Assignment
882399860,59731265,D,3.99,2/9/23,TRUE,Mid
385308830,87192918,B,3.86,21/03/2023,FALSE,Final
956586232,64493908,B,3.73,24/11/2023,FALSE,Assignment
291915540,82632881,C,2.55,6/6/23,FALSE,Final
367745803,14989912,D,1.47,28/08/2023,FALSE,Mid
902419954,26334777,B,2.5,15/01/2023,TRUE,Mid
211704813,47703370,C,1.13,2/6/23,FALSE,Final
111355193,42506114,C,1.8,27/07/2023,TRUE,Assignment
932230337,77718284,F,1.99,8/6/23,TRUE,Mid
477873128,49118975,C,1.49,4/10/23,FALSE,Final
146143847,15472853,A,0.69,19/04/2023,TRUE,Mid
246823489,88880508,D,1.79,13/06/2023,TRUE,Mid
203969966,19743453,B,2.88,30/03/2023,FALSE,Mid
299808875,12875179,B,2.94,26/09/2023,FALSE,Mid
874690273,75393170,C,1.6,23/07/2023,TRUE,Final
294935103,48458086,B,3.74,16/03/2023,TRUE,Final
362404661,36509007,B,2.17,10/10/23,FALSE,Assignment
328005037,85797836,F,0.76,3/2/23,TRUE,Assignment
714099339,41333619,D,3.5,7/8/23,FALSE,Final
271259746,16011894,C,3.24,22/05/2023,FALSE,Final
423191854,33703920,C,3.88,26/01/2023,TRUE,Mid
565356642,68408114,C,3.79,18/04/2023,FALSE,Assignment
879558149,64813559,C,1.53,25/11/2023,TRUE,Mid
902845611,82655484,B,2.06,14/07/2023,TRUE,Final
672238042,57552335,C,1.38,23/10/2023,TRUE,Final
227147189,35026143,C,0.78,14/09/2023,TRUE,Final
888627479,16776961,C,2.08,15/10/2023,FALSE,Final
690523265,28663826,B,1.52,9/7/23,FALSE,Mid
211583914,18837457,D,2.76,28/12/2023,TRUE,Mid
983675459,71015003,D,0.36,10/7/23,TRUE,Final
338551044,32505705,B,0.43,21/12/2023,TRUE,Mid
249660330,42268983,B,0.23,10/10/23,TRUE,Mid
553804164,36745303,B,0.36,6/3/23,TRUE,Final
379327571,72051092,C,0.48,10/2/23,FALSE,Mid
291904016,42612491,B,1.94,25/06/2023,FALSE,Final
787930025,60166631,B,1.59,5/6/23,TRUE,Mid
712569729,45041755,C,1.19,8/8/23,FALSE,Mid
896275159,67441457,F,1.74,11/6/23,FALSE,Mid
265101026,70498326,B,0.78,16/04/2023,TRUE,Final
783069830,13830263,F,1.27,3/12/23,FALSE,Mid
852383427,19657243,B,3.06,4/3/23,TRUE,Mid
668370820,95438447,C,1.94,4/2/23,TRUE,Assignment
721285472,53666835,C,0.69,3/10/23,FALSE,Final
927449886,22537636,B,1.13,30/12/2023,FALSE,Mid
988772329,41500185,B,3.33,2/2/23,FALSE,Mid
443429707,67719252,B,1.26,14/01/2023,TRUE,Final
473181337,86549253,C,3.27,19/05/2023,TRUE,Mid
745198099,36253216,A,0.6,27/05/2023,FALSE,Mid
751709075,50483828,B,2.31,30/08/2023,FALSE,Assignment
175229609,76331860,D,1.95,25/09/2023,TRUE,Mid
501868263,89860975,A,2.99,5/8/23,FALSE,Final
755583128,49274716,A,0.84,20/09/2023,FALSE,Mid
665689429,56629196,F,0.22,6/7/23,TRUE,Mid
853572238,49049809,B,1.71,5/11/23,TRUE,Assignment
405815511,56424045,F,1.71,23/08/2023,TRUE,Final
485182923,17703077,F,1.78,8/5/23,TRUE,Assignment
782317227,85441389,A,3.19,4/6/23,TRUE,Final
505429942,32694780,C,0.12,4/2/23,TRUE,Mid
969560867,60969547,D,1.94,5/2/23,TRUE,Final
697922922,75937242,C,2.29,24/01/2023,TRUE,Assignment
968930249,34018067,B,3.43,1/8/23,FALSE,Final
650784906,37184071,C,3.29,3/6/23,TRUE,Final
702958006,49283959,C,3.77,8/9/23,TRUE,Mid
146995389,98131459,B,1.48,8/2/23,FALSE,Final
880583201,87633722,B,3.26,13/11/2023,FALSE,Assignment
605614339,80231946,B,3.32,22/11/2023,FALSE,Assignment
944326471,54154657,C,0.14,25/06/2023,FALSE,Final
606466072,28994373,F,1.46,26/03/2023,TRUE,Mid
599662362,40779340,C,2.16,16/11/2023,TRUE,Mid
339132505,22447440,D,2.67,15/06/2023,TRUE,Final
879444209,43903969,B,1.48,2/7/23,TRUE,Mid
347173737,18554431,C,1.12,22/04/2023,TRUE,Mid
369231819,78541234,B,0.63,8/7/23,FALSE,Final
395752772,96736540,B,0.15,5/2/23,FALSE,Mid
706178554,67775783,C,1.99,3/8/23,TRUE,Mid
253561826,86382999,D,3.96,7/2/23,FALSE,Final
303857975,46180954,B,1.94,24/11/2023,FALSE,Final
124872723,32125580,B,1.68,7/3/23,TRUE,Final
613264620,73612133,B,2.1,29/01/2023,FALSE,Assignment
300106106,40563578,B,3.22,2/6/23,FALSE,Mid
918470037,57249971,B,0.78,7/10/23,FALSE,Assignment
921962268,18190250,B,0.02,20/11/2023,FALSE,Mid
326561462,37179967,F,3.76,12/6/23,FALSE,Mid
808871791,48784068,B,0.76,28/05/2023,TRUE,Mid
440838575,31384983,A,3.18,18/11/2023,FALSE,Final
169899375,93191123,C,1.18,30/05/2023,FALSE,Final
473370969,41677209,A,3.6,8/9/23,TRUE,Final
557488794,57457542,C,3.84,30/08/2023,TRUE,Mid
249865770,24579532,C,2.4,22/06/2023,FALSE,Assignment
806953246,38028988,A,2.34,1/2/23,FALSE,Assignment
208051829,31326690,C,1.8,17/02/2023,FALSE,Assignment
248304235,87720702,F,2.65,24/10/2023,TRUE,Final
906481434,81516642,C,3.99,30/04/2023,TRUE,Mid
557687961,17212360,A,1.33,5/8/23,TRUE,Mid
953502873,99107784,B,1.02,30/06/2023,TRUE,Final
539996043,45273781,C,0.78,22/11/2023,FALSE,Mid
202432736,52057486,B,2.68,28/11/2023,FALSE,Mid
779395461,55608295,D,2.94,25/02/2023,TRUE,Assignment
408923367,68288326,A,0.92,10/6/23,TRUE,Final
306631417,45260822,C,1.4,9/9/23,FALSE,Mid
387164689,14657452,C,0.96,8/10/23,TRUE,Final
793326302,80829405,C,2.92,27/06/2023,FALSE,Mid
911820225,83182002,C,1.46,16/06/2023,TRUE,Final
501358117,95612894,A,0.62,8/3/23,FALSE,Assignment
304181299,67967320,F,3.61,10/11/23,FALSE,Final
758879909,96646234,A,2.28,17/05/2023,FALSE,Final
567921734,86766731,A,0.64,14/03/2023,FALSE,Mid
333459475,57043009,C,1.28,23/01/2023,FALSE,Final
914259759,80295546,D,2.1,7/9/23,FALSE,Assignment
711294559,59530361,F,1.37,28/05/2023,TRUE,Mid
638701824,84645178,B,2,29/07/2023,FALSE,Assignment
279759068,82967231,C,3.57,21/12/2023,TRUE,Final
197810097,14342231,C,2.7,24/09/2023,FALSE,Final
564329164,59941110,A,1.41,21/05/2023,FALSE,Final
129670464,95059288,A,3.34,15/11/2023,TRUE,Final
497998163,65133675,A,0.05,17/02/2023,FALSE,Mid
905017616,99708883,C,0.38,22/11/2023,TRUE,Mid
862928256,30767272,A,2.78,6/2/23,TRUE,Final
970244724,43979214,B,1,9/12/23,FALSE,Mid
477355310,88331551,B,0.34,29/04/2023,TRUE,Mid
269163475,86117724,C,0.5,2/7/23,FALSE,Final
998838502,62095470,D,3.16,7/10/23,TRUE,Final
539476470,30222057,A,0.32,5/6/23,TRUE,Final
304410541,67502903,F,0.72,23/04/2023,TRUE,Mid
149201592,42208397,B,0.82,16/03/2023,FALSE,Mid
413530615,54848040,C,0.71,5/4/23,TRUE,Assignment
801885237,85055379,D,3.15,11/3/23,TRUE,Final
869674099,66071258,B,0.16,27/08/2023,TRUE,Final
306063532,30650586,C,1.59,13/05/2023,TRUE,Assignment
384558054,92350053,C,0.43,19/04/2023,FALSE,Mid
320573630,22915487,C,2.06,19/08/2023,TRUE,Mid
836875943,25143306,A,0.55,20/12/2023,TRUE,Mid
935305236,37986901,B,2.04,21/08/2023,FALSE,Mid
224860124,13509347,D,2.4,12/9/23,FALSE,Final
840288663,38524216,B,3.98,9/9/23,FALSE,Mid
931269056,54767096,B,3.83,10/3/23,FALSE,Assignment
819848954,80633455,B,1.72,5/6/23,TRUE,Assignment
747145985,41062275,B,0.08,29/08/2023,FALSE,Final
906334840,61890600,B,3.03,28/05/2023,TRUE,Mid
132293406,96033105,B,2.39,13/04/2023,TRUE,Mid
705521854,59704325,B,1.64,5/11/23,FALSE,Mid
243619120,45420977,C,2.46,23/08/2023,TRUE,Assignment
511866239,48617759,B,1.83,19/01/2023,FALSE,Final
346566571,24411672,B,0.21,27/12/2023,FALSE,Assignment
428812744,76808509,B,1.8,14/05/2023,TRUE,Final
470098080,78163654,C,3.21,12/8/23,FALSE,Mid
907990271,16295706,C,0.53,29/06/2023,TRUE,Assignment
236267687,99776644,A,1.07,16/12/2023,TRUE,Mid
141641625,32022921,B,1.86,3/6/23,TRUE,Final
743213545,19419121,C,1.13,12/11/23,FALSE,Assignment
245324359,93554718,F,2.73,13/08/2023,FALSE,Final
897904928,33780504,B,0.14,27/04/2023,FALSE,Mid
277506351,99925139,B,2.31,27/05/2023,TRUE,Final
680446661,12673578,B,2.3,11/11/23,FALSE,Final
728445541,91506555,D,1.99,9/3/23,TRUE,Mid
222564975,73402992,A,1.87,20/04/2023,FALSE,Assignment
992394467,59846605,B,3.5,13/09/2023,FALSE,Mid
876614128,86864039,C,2.06,20/03/2023,TRUE,Final
508607042,20363035,C,1.37,17/06/2023,TRUE,Mid
857505667,32546456,A,1.76,19/07/2023,TRUE,Mid
346429743,11590254,B,3.74,15/03/2023,FALSE,Mid
334744350,60054544,A,2.62,21/10/2023,FALSE,Mid
645600264,87003227,B,3.73,17/11/2023,TRUE,Assignment
926243023,27274029,D,0.61,24/09/2023,TRUE,Mid
980153461,44317451,C,1.92,26/05/2023,TRUE,Mid
131575328,68969226,C,1.25,30/03/2023,TRUE,Final
903538491,67822990,B,3.27,30/08/2023,FALSE,Final
290085147,28374405,A,3.26,23/02/2023,FALSE,Assignment
403053686,61920258,C,0.02,25/08/2023,FALSE,Mid
815009907,68719457,A,3.57,24/01/2023,TRUE,Mid
480369877,61225021,C,0.78,15/04/2023,FALSE,Assignment
497825001,97988197,C,3.47,14/06/2023,FALSE,Final
521370178,18198715,B,1.26,29/11/2023,TRUE,Assignment
310428257,86386903,C,0.02,27/06/2023,FALSE,Assignment
122850724,62509438,B,3.4,31/03/2023,FALSE,Final
980395432,76803038,C,1.61,22/02/2023,TRUE,Final
661480824,24371178,D,3.03,25/05/2023,FALSE,Mid
398112477,73969391,B,3.91,12/3/23,FALSE,Final
203983574,53055826,C,3.21,27/12/2023,TRUE,Assignment
938613881,67336445,C,1.94,22/09/2023,FALSE,Final
981674221,65695431,A,3.7,14/02/2023,TRUE,Final
548283927,41383992,A,0.01,27/05/2023,TRUE,Final
888577292,86187318,A,3.63,2/3/23,FALSE,Assignment
722144286,23812394,D,1.89,26/12/2023,TRUE,Mid
509066601,86268603,D,2.23,7/3/23,FALSE,Mid
594760590,44272531,B,1.39,17/10/2023,TRUE,Mid
762682034,91733780,B,2.63,17/03/2023,FALSE,Mid
685922431,94853789,B,0.14,19/05/2023,FALSE,Final
996433411,97698716,C,2.97,25/02/2023,FALSE,Final
801221913,78778228,C,2.8,23/05/2023,FALSE,Assignment
576409730,48461609,B,1.35,3/12/23,TRUE,Final
518064242,11756761,A,0.5,8/2/23,TRUE,Mid
412116411,73965278,F,1.23,8/10/23,FALSE,Mid
638247556,33783721,D,0.07,5/11/23,TRUE,Mid
783782054,21544580,B,1.77,22/12/2023,TRUE,Mid
142749073,25179276,A,1.18,29/08/2023,TRUE,Assignment
504090265,76028302,A,0.14,19/04/2023,FALSE,Mid
353674788,28621027,B,1.81,18/07/2023,FALSE,Final
894262869,63786003,B,2.02,10/6/23,FALSE,Final
484437929,80415224,B,2.39,24/04/2023,TRUE,Assignment
957775875,80667573,C,2.45,22/06/2023,TRUE,Assignment
185349540,27203111,C,0.54,27/03/2023,FALSE,Assignment
843142056,20852320,A,0.91,24/01/2023,FALSE,Final
864154500,34428013,F,1.48,19/02/2023,TRUE,Mid
344654938,35394826,C,0.43,10/7/23,FALSE,Final
816395763,24117149,C,3.79,23/12/2023,TRUE,Final
710236886,65442122,B,2.14,24/05/2023,TRUE,Assignment
223983905,33510969,A,2.13,10/3/23,FALSE,Mid
612049560,13980655,B,2.97,6/4/23,FALSE,Mid
974820407,28696749,B,3.51,14/06/2023,TRUE,Mid
795484468,22575399,C,3.08,7/8/23,TRUE,Mid
462394524,20332153,B,1.29,10/9/23,TRUE,Mid
731603454,48410818,B,0.97,17/08/2023,FALSE,Assignment
181401383,23310624,C,2.72,14/12/2023,FALSE,Mid
652247940,57356709,C,3.61,25/07/2023,TRUE,Mid
542306349,99470320,B,1.12,2/2/23,TRUE,Mid
869772625,12524037,A,3.74,5/12/23,FALSE,Assignment
119980636,77573283,C,1.21,25/12/2023,TRUE,Assignment
199931351,11283284,C,1.96,10/2/23,TRUE,Mid
319987977,18416131,A,3.38,24/12/2023,FALSE,Assignment
406085125,37486905,C,1.4,8/2/23,FALSE,Mid
202360821,25087012,B,2.31,24/09/2023,FALSE,Mid
614369378,99163208,C,3.1,12/7/23,FALSE,Assignment
172608919,46547320,A,0.8,13/04/2023,TRUE,Mid
809189889,72283122,B,2.53,28/01/2023,FALSE,Assignment
384241677,41117398,B,2.37,18/11/2023,TRUE,Mid
736705673,26910377,B,0.26,2/4/23,FALSE,Assignment
277453731,28387263,C,2.42,24/05/2023,FALSE,Assignment
856856665,41496164,B,1.96,28/05/2023,FALSE,Final
893084143,78703883,C,2.53,28/07/2023,TRUE,Final
184553970,65713162,C,3.41,4/9/23,FALSE,Final
908457562,17092463,D,1.66,7/10/23,TRUE,Final
184156293,77132012,C,3.2,25/04/2023,FALSE,Mid
366730692,27965035,C,3.68,5/8/23,TRUE,Mid
322388067,52713221,F,1.33,6/5/23,FALSE,Mid
195280720,94879929,C,1.84,20/02/2023,TRUE,Final
316708144,97934003,C,1.16,17/06/2023,FALSE,Mid
115319208,36926565,A,2.72,26/11/2023,FALSE,Assignment
201653048,72099767,C,0.26,13/10/2023,TRUE,Assignment
292545140,85650174,A,1.19,8/4/23,FALSE,Assignment
562617504,39764295,F,0.65,27/02/2023,TRUE,Final
289101274,30559560,B,3.81,16/03/2023,TRUE,Assignment
142316048,76268481,B,3.06,15/11/2023,TRUE,Mid
878676408,97321438,C,2.51,8/11/23,FALSE,Mid
709288684,76291225,C,0.83,26/09/2023,TRUE,Assignment
841736696,74527301,A,2.18,9/7/23,TRUE,Final
958651688,67065543,C,3.8,22/10/2023,FALSE,Final
296178478,25015190,C,1.04,20/10/2023,FALSE,Final
388731391,82834391,B,2.61,30/04/2023,TRUE,Assignment
201445485,61399705,C,0.25,20/07/2023,TRUE,Mid
678130588,93306538,C,0.7,1/11/23,FALSE,Mid
222402894,53297066,B,0.85,10/5/23,FALSE,Assignment
380523889,47926072,B,0.54,15/07/2023,FALSE,Assignment
122007556,21391514,D,1.58,15/07/2023,TRUE,Final
142580953,45427130,C,1.22,30/09/2023,FALSE,Assignment
895650651,49775642,A,3.12,15/12/2023,FALSE,Final
916695957,46825907,B,0.74,23/08/2023,TRUE,Final
938953493,44153749,B,1.22,28/10/2023,TRUE,Mid
760925980,46253293,D,1.84,4/10/23,FALSE,Mid
937506529,36436642,A,1.38,10/3/23,FALSE,Final
807923302,93079803,A,1.34,13/08/2023,TRUE,Assignment
802325391,98222206,D,0.24,19/11/2023,FALSE,Final
978140724,51733513,A,3.42,7/10/23,FALSE,Final
349001061,80279475,C,3.54,27/06/2023,FALSE,Assignment
568898305,84398974,C,2.87,27/07/2023,TRUE,Mid
228009334,76714348,C,1.97,28/07/2023,TRUE,Assignment
500252023,25566939,C,3.29,7/11/23,TRUE,Final
285810003,84517109,C,1.13,23/07/2023,TRUE,Mid
878827673,83099992,C,2.27,22/12/2023,FALSE,Final
203198476,26879096,D,2.65,25/11/2023,FALSE,Assignment
739238458,23968825,C,3.75,17/10/2023,FALSE,Assignment
284325655,42070560,B,2.06,31/01/2023,FALSE,Mid
372074703,87643172,B,3.13,14/03/2023,FALSE,Mid
997492664,76609389,B,3.63,10/6/23,TRUE,Mid
689035829,59118674,B,0.92,12/3/23,TRUE,Mid
804931626,57490560,D,0.15,27/02/2023,TRUE,Final
897104211,83121744,A,1.78,30/09/2023,FALSE,Mid
626219685,74364762,B,0.64,10/6/23,FALSE,Mid
624065084,57630172,C,1.9,30/07/2023,FALSE,Assignment
620036615,49350829,C,1.93,25/03/2023,TRUE,Final
131477617,48991484,C,0.25,23/02/2023,FALSE,Assignment
772520849,38276036,B,3.33,15/07/2023,TRUE,Final
890585615,47390376,C,0.35,11/1/23,TRUE,Assignment
225633687,39636799,B,0.03,4/10/23,FALSE,Assignment
955152015,31194351,A,0.24,23/12/2023,TRUE,Mid
244418825,43272149,C,3.19,28/08/2023,TRUE,Mid
231824223,68991556,C,3.09,16/03/2023,TRUE,Final
199449611,28482731,B,1.93,30/11/2023,FALSE,Mid
733192017,57394902,B,1.4,18/11/2023,FALSE,Assignment
455255572,84578470,B,3.64,23/10/2023,TRUE,Mid
810901045,70632337,D,0.84,29/08/2023,TRUE,Mid
446399135,87731066,B,1.7,23/08/2023,FALSE,Final
298378699,80888371,D,3.52,9/3/23,TRUE,Assignment
720049621,46999594,C,2.83,11/4/23,TRUE,Final
284890543,37863844,F,1.44,22/07/2023,TRUE,Mid
777666947,89582276,C,1.68,29/01/2023,FALSE,Assignment
992488115,91169941,C,1.78,27/08/2023,FALSE,Final
282049483,35693038,C,1.75,27/08/2023,TRUE,Mid
438437204,14582335,C,3.3,31/01/2023,FALSE,Final
185987840,28499903,F,3.51,21/12/2023,FALSE,Assignment
440123079,43527348,B,3.29,26/01/2023,TRUE,Final
840900016,92148648,C,2.83,8/3/23,TRUE,Final
302537791,16448285,A,3.2,12/4/23,FALSE,Mid
159552324,55815727,C,2.65,14/09/2023,TRUE,Final
113082982,16712393,C,3.86,7/2/23,FALSE,Final
656612733,85034101,F,3,26/08/2023,TRUE,Assignment
434040117,78464500,C,2.54,24/10/2023,TRUE,Assignment
412168691,13097163,C,2.7,16/02/2023,FALSE,Mid
887105511,77618251,A,3.2,11/3/23,FALSE,Assignment
162921423,98628051,B,1.65,30/07/2023,FALSE,Final
702885540,46618679,C,3.6,18/08/2023,FALSE,Mid
895076691,84193348,C,3.51,10/8/23,TRUE,Final
946421082,68463408,B,1.77,18/02/2023,FALSE,Mid
874720269,33205460,A,2.05,6/8/23,TRUE,Final
360443574,57345873,C,1.76,1/3/23,FALSE,Final
115773633,90378793,C,1.32,21/10/2023,FALSE,Mid
